name,runtime,cast,genre,country_codes,language_codes,certificates,Budget,OWUS,CWG,rating,votes,original_air_date,title,director,writer1,writer2,producer1,producer2,production_company1,production_company2,composers,editors,cinematographers,set_decorators,assistant_directors,visual_effects,id,fid
Pooh's Heffalump Movie,68,"['Jim Cummings', 'John Fiedler', 'Nikita Hopkins', 'Kath Soucie', 'Ken Sansom', 'Peter Cullen', 'Brenda Blethyn', 'Kyle Stanger']","['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Mystery']",['us'],['en'],G,20000000.0,"$5,805,559, 13 Feb 2005",55686944.0,6.4,5869.0,10 Feb 2005 (Hungary),Pooh's Heffalump Movie,Frank Nissen,Brian Hohlfeld,Evan Spiliotopoulos,Yukari Kiso,Jessica Koplos,Walt Disney Pictures,Disneytoon Studios,Joel McNeely,Robert Fisher Jr.,,,Masaki Sugiyama,Traci Balthazor,tt0407121,407121.0
Dirty,97,"['Frank Alvarez', 'Clifton Collins Jr.', 'Brittany Daniel', 'Keith David', ""Roberto 'Lil Rob' Flores"", 'Aimee Garcia', 'Cesar Garcia', 'Nicholas Gonzalez', 'Cuba Gooding Jr.', 'Kevin Grevioux', 'Wood Harris', 'Cole Hauser', 'Wyclef Jean', 'Pat Healy', 'Tory Kittles', 'Terry Kennedy', 'Robert LaSardo', 'Jen Martinez', 'Gates McFadden', 'Joseph McKelheer', 'Mo McRae', 'Edward Meza', 'Chris Mulkey', 'Jim Ortlieb', 'Marina Palmier', 'Nate Parker', 'Tracy Jerome Phillips', 'Dax Ramgoolam', 'Judy Reyes', 'Bret Roberts', 'Nichole Galicia', 'Tre Rogers', 'Soledad St. Hilaire', 'Lobo Sebastian', 'Telisha Shaw', 'Taboo', 'Khleo Thomas', 'Mike Trenholme', 'Peter Vasquez', 'Domingo Vela', 'Brian White', 'Marc D. Wilson', 'Carlos Ayala', 'Sarah Flannery', 'Alexis Hernandez', 'Manny Jimenez Jr.', 'Casey LaBow', 'Carlos Love', 'Christopher L. Parson', 'Tracy Phillips', 'Katie Piel']","['Crime', 'Drama', 'Thriller']",['us'],"['en', 'es']",R,3000000.0,"$41,638, 29 Jan 2006",,5.6,5058.0,2005 (Portugal),Dirty,Chris Fisher,Chris Fisher,,Barry Brooker,Brian Han,2710 Inc.,Deviant Films,Ryan Beveridge,Tom Sanders,Eliot Rockett,,David Allen Cluck,Young Lim Choi,tt0439544,439544.0
Garam Masala,146,"['Akshay Kumar', 'John Abraham', 'Paresh Rawal', 'Rimi Sen', 'Neetu Chandra', 'Nargis Bagheri', 'Daisy Bopanna', 'Rajpal Yadav', 'Asrani', 'Lakshmi Pandit', 'Neha Dhupia', 'Manoj Joshi', 'Viju Khote', 'Daisy Shah']","['Comedy', 'Romance']",['in'],['hi'],Not Rated,,,,6.7,12510.0,03 Nov 2005 (India),Garam Masala,Priyadarshan,Priyadarshan,,Ganesh Jain,Ashok Kotwani,Venus Records & Tapes,,Pritam Chakraborty,N. Gopalakrishnan,S. Tirru,,Rajesh Kumar,Paresh Acharya,tt0453671,453671.0
In the Mix,95,"['Usher Raymond', 'Chazz Palminteri', 'Emmanuelle Chriqui', 'Robert Costanzo', 'Robert Davi', 'Matt Gerald', 'Anthony Fazio', 'Geoff Stults', 'Chris Tardio', 'Kevin Hart', 'K.D. Aubert', 'Isis Faust', 'Nick Mancuso', 'Page Kennedy', 'Deezer D', 'Jennifer Echols', 'Robert Gallo', 'Dwight Hicks', 'Kellie Shanygne Williams', 'Erin Cardillo', 'Mieko Hillman', 'Kristen Renton', 'Misti Traya', 'Lana Underwood', 'John David Conti', 'Lucille M. Oliver', 'Mat Gifford', 'Dominic Paolo Testa', 'Griffin Dellaverson', ""Gary 'G. 1000' Randolph"", ""Alfred 'A.J.' Jackson"", ""Eldon 'Emaze' Baizar"", 'Labyron Walton', 'Holly Bonelli', 'Elise Cameron', ""Marc De'Antone"", 'Tamara Garfield', 'Nito Larioza', 'Jennifer Lauren', 'Marco Martinez', 'Joe Rosario']","['Comedy', 'Crime', 'Drama', 'Music', 'Romance']",['us'],['en'],PG-13,,"$4,448,491, 27 Nov 2005",,2.8,7845.0,23 Nov 2005 (USA),In the Mix,Ron Underwood,Jacqueline Zambrano,,Bill Borden,Chanel Capra,J & C Entertainment,Lions Gate Films,Aaron Zigman,Don Brochu,Clark Mathis,Ron Franco,Maximillian D. Day,Roger Mocenigo,tt0426615,426615.0
Feed,101,"[""Alex O'Loughlin"", 'Patrick Thompson', 'Gabby Millgate', 'Jack Thompson', 'Rose Ashton', 'Matthew Le Nevez', 'David Field', 'Sherly Sulaiman', 'Marika Aubrey', 'Adam Hunt', 'Nicholas Coghlan', 'Yure Covich', 'Connor Thompson', 'Helene Joy', 'Peter Holloway', 'Shane C. Rodrigo', 'Adam Young', 'Victoria Doyle', 'Martin Schultz-Moller', 'Tracy Moore', 'Betty Lucas', 'David Will No', 'Imogen Bailey', 'Mary Beaufort', 'James Holbrook', 'Irina Bursill', 'Steve Athanas', 'Becky Dickinson', 'Octavia Blackman', ""Maxine's Father"", 'Emily Mees', 'Margaret Lou Davis', 'Masa Yamaguchi']","['Crime', 'Horror', 'Thriller']",['au'],"['en', 'de']",Not Rated,,,,5.3,5414.0,17 Feb 2006 (UK),Feed,Brett Leonard,Patrick Thompson,Alex O'Loughlin,Melissa Beauford,Chris Foster,All At Once,Becker Films International,Gregg Leonard,Mark Bennett,Steve Arnold,,John Clabburn,Kate Auld,tt0445965,445965.0
House of 9,86,"['Kelly Brook', 'Dennis Hopper', 'Hippolyte Girardot', 'Ashley Walters', 'Raffaello Degruttola', 'Peter Capaldi', 'Susie Amy', 'Morven Christie', 'Julienne Davis', 'Jim Carter', 'Gabriel Spahiu']","['Drama', 'Horror', 'Mystery', 'Thriller']","['gb', 'ro', 'de', 'fr']","['en', 'fr']",R,6000000.0,,,5.5,8757.0,,House of 9,Steven R. Monroe,Philippe Vidal,,Sheikh Mohamed Bin Salman,Andrei Boncea,Bauer Martinez Studios,Defender Production,Charles Olins,Kristina Hamilton-Grobler,Damian Bromley,,Theodor Halacu-Nicon,Florian Strobl,tt0395585,395585.0
The Best Man,96,"['Stuart Townsend', 'Raphael Schwartz', 'Jacob Collier', 'Callum Williams', 'Seth Green', 'Steve John Shepherd', 'Simon Callow', 'Jodhi May', 'Máté Haumann', 'Anna Chancellor', 'Burn Gorman', 'Ian Hanmore', 'Raymond Coulthard', 'Mike Kelly', 'Philip Jackson', 'Kate Ashfield', 'Amy Smart', 'Martin Hancock', 'Stewart Wright', 'David Oyelowo', 'Zsofi Taglesir', 'John Fenner', 'Béla Pavletits', 'Judit Viktor', 'Cheryl Lucas', 'Matt Devere', 'Lili Bordán', 'Keara Murphy', 'Linda Fekete', 'Jane How', 'Janine Wood', 'Imre Józsa', 'Lukács Bicskey', 'Linda Abla Okon', 'Peter Capaldi', 'Bettina Abiwu', 'Andrea Bajor', 'Daniel Mays', 'Garry Tubbs', 'George Mendel', 'Richard Durden', 'Tom Ellis', 'Akia Henry', 'Aranka Rónai', 'Katalin Botos', 'Alex Argenti', 'Ági Emri', 'Melinda Kovács-S.', 'Kylie Minogue']","['Comedy', 'Romance']","['gb', 'hu', 'de', 'us']",['en'],R,11000000.0,,,6.0,3523.0,19 Jan 2006 (Germany),The Best Man,Stefan Schwartz,Ed Roe,,James Atherton,Chris Auty,Best Man Filmproduktions,Endgame Entertainment,James Edward Barker,Alan Strachan,Haris Zambarloukos,Lisa Chugg,Vicki Allen,Richard Baillie,tt0430919,430919.0
Stoned,102,"['Leo Gregory', 'Paddy Considine', 'David Morrissey', 'Ben Whishaw', 'Tuva Novotny', 'Amelia Warner', 'Monet Mazur', 'Luke de Woolfson', 'David Walliams', 'David Williams', 'Gary Love', 'Johnny Shannon', 'Melanie Ramsay', 'Rüdiger Rudolph', 'Will Adamsdale', 'Ralph Brown', 'Alfie Allen', 'Guy Flanagan', 'Josef Altin', 'Vanessa Langford', 'James D. White', ""Lisa O'Reilly"", 'Jenna Aarons', 'Tom Espiner', 'Anna Madeley', 'Gerard Bell', 'Paul Raffield', 'Angela Sims', 'Lisa Dolan', 'Dirk Von Bruck', 'Simon Chandler', 'Nathalie Cox', 'Tim Flavin', 'Simon Minihane', 'Ras Barker', 'India Weber', 'Matt Gogarty', 'Abdsaker Tabaa', 'Mark Frost', 'Robert Dearle', 'Alex Dee', 'Clive Elkington', 'Will Hodgkinson', 'Calum MacNab', 'Cherie Nichole', 'Ed Pearce', 'Simona Roman', 'Joanna Ranee Wood']","['Biography', 'Drama', 'Music']",['gb'],['en'],R,,,,5.8,3745.0,18 Nov 2005 (UK),Stoned,Stephen Woolley,Neal Purvis,Robert Wade,Andrew Brown,Nadia Chalfin,Number 9 Films,Finola Dwyer Productions,David Arnold,Sam Sneade,John Mathieson,Joanne Woollard,Yann Mari Faget,Kris Anderson,tt0426627,426627.0
One Last Thing...,93,"['Michael Angarano', 'Matt Bush', 'Gideon Glick', 'Cynthia Nixon', 'Gia Carides', 'Johnny Messner', 'Sunny Mabrey', 'Richie Rich', 'Lucas Caleb Rooney', 'Gina Gershon', 'Dana Eskelson', 'George Seminara', 'Amanda Goodman', 'Brian Stokes Mitchell', 'Alysia Reiner', 'Matt Fischel', 'Mark Sarian', 'Paula Rhodes', 'Warren Kole', 'Mitchell Green', 'Ivan Martin', 'Caprice Benedetti', 'Wyclef Jean', 'Derek Peith', 'Elliott Brooks', 'Coati Mundi', 'Aria Pullman', 'Amy Leonard', 'Anthony Desio', 'Al Roffe', 'Anthony Patellis', 'Michael Rispoli', 'Geoffrey Cantor', ""Mario D'Leon"", 'Maxime Alvarez de Toledo', 'William Rice', 'Shawnna Thibodeau', 'Marcel Puissant', 'Richard Marshall', 'David Luhr', 'Trevor Rains', 'Robert Bizik', 'Jessica Bohl', 'Geneva Carr', 'Heather Rose Dominic', 'Chuck Gerena', 'Ethan Hawke', 'Sonny Vellozzi']","['Comedy', 'Drama']",['us'],['en'],R,,"$9,160, 07 May 2006",,6.6,3883.0,,One Last Thing...,Alex Steyermark,Barry Stringfellow,,Will Battersby,Gwen Bialic,2929 Productions,HDNet Films,Anton Sanko,Michael Berenbaum,Christopher Norr,Cherish M. Hale,Jason Graham,Sharon Eagan,tt0452660,452660.0
Mangal Pandey: The Rising,150,"['Aamir Khan', 'Rani Mukerji', 'Toby Stephens', 'Coral Beed', 'Ameesha Patel', 'Kiron Kher', 'Om Puri', 'Ben Nealon', 'Habib Tanvir', 'Varsha Usgaonkar', 'Kenneth Cranham', 'Tom Alter', 'Mukesh Tiwari', 'Shahbaaz Khan', 'Amin Hajee', 'Dibyendu Bhattacharya', 'Ahsan Baksh', 'Irfanouzzaman', 'Chirag Vohra', 'Ssanjay Swaraaj', 'Tarun Kumar', 'Ram Gopal Bajaj', 'Shrirang Godbole', 'Sohrab Ardeshir', 'Atul Kumar', 'Deep Raj Rana', 'Mona Ambegaonkar', 'Jeremy Clyde', 'Simon Chandler', 'Christopher Adamson', 'Stevan Rimkus', 'Alyssa Fountoutalis', 'Lalit Tiwari', 'Anupam Shyam', 'Abhijit Lahiri', 'Ajai Rohilla', 'Murli Sharma', 'Vivek Mishra', 'Joel Guyton Lee', 'Albert Welling', 'Joanne Slater', 'Ronnie Toms', 'Graham Cull', 'Howard Lee', 'Jayne McKenna', 'Micheal Ward', 'Lisa Millett', 'Sanjeev Wilson', 'Pankaj Jha', 'Manoj Mishra', 'Mahendra Mewati', 'Sulabha Arya', 'Rohit Raj', 'Neeraj Sood', 'Chittaranjan Giri', 'Richa Sharma', 'Anita Neha', 'Indu Verma', 'Pubali Sanyal', 'Disha Vakani', 'Ravi Jhankal', 'Kailash Kher', 'Dilip Pavle', 'Rajul Gaur', 'Rajesh Kareer', 'Amarjeet Amle', 'Alexander Klein', 'Manoj Shah', 'Jitendra Singh', 'Surya Pratap Singh', 'Neelkamal', 'Mohan Pandey', 'Saubhagya Shukla', 'Amar Banerjee', 'Dinesh Lamba', 'Richard Lane Smith', 'Thomas Castro', 'Agnes Darenius', 'Geoff Downer', 'Brian Dowden', 'Rajesh Tailang', 'Yarko', 'Mevlana St. James', 'Shazan St. James', 'Krupa Jayesh', 'Neha Daniel', 'Devender Kumar', 'Pandey', 'Camila Bordonaba', 'Subrat Dutta', 'Mick Ward', 'Mick Ward', 'Sophiya Haque', 'Ali Sichilongo', 'Laurence Spellman']","['Biography', 'Drama', 'History', 'War']",['in'],"['hi', 'ur', 'en']",,,,,6.6,8896.0,12 Aug 2005 (UK),Mangal Pandey: The Rising,Ketan Mehta,H. Banerjee,,Bobby Bedi,Puja Bedi,NH Studioz,,A.R. Rahman,A. Sreekar Prasad,Himman Dhamija,,Suvahhdan Angre,Kumar Abhishek,tt0346457,346457.0
Duma,100,"['Alex Michaeletos', 'Campbell Scott', 'Mary Makhatho', 'Nthabiseng Kenoshi', 'Hope Davis', 'Jennifer Steyn', 'Nicky Rebelo', 'Garth Renecle', 'André Stolz', 'Charlotte Savage', 'Ronald Shange', 'Eamonn Walker', 'Nadia Kretschmer', 'John Whiteley', 'Clive Scott', 'Catriona Andrew', 'Errol Ballantine', 'Michele Levin', 'Sam Ngakane', 'Adelaide Shabalala', 'Thokozani Ndaba', 'Wright Ngubeni', 'Bernard Msimang', 'Ivy Nkutha', 'Anthony', 'Azaro', 'Nikita Nakal', 'Sasha', 'Savannah', 'Sheba']","['Adventure', 'Drama', 'Family']",['us'],['en'],PG,12000000.0,"$105,422, 02 Oct 2005",,7.2,7446.0,27 May 2005 (UK),Duma,Carroll Ballard,Carol Cawthra Hopcraft,Xan Hopcraft,Doug Claybourne,Stacy Cohen,Gaylord Films,John Wells Productions,George Acogny,T.M. Christopher,Werner Maritz,Flo Ballack,Annalise Bosch,Eddie Addinal,tt0361715,361715.0
Little Fish,114,"['Cate Blanchett', 'Sam Neill', 'Hugo Weaving', 'Martin Henderson', 'Noni Hazlehurst', 'Dustin Nguyen', 'Joel Tobeck', 'Lisa McCune', 'Susie Porter', 'Nina Liu', 'Linda Cropper', 'Daniela Farinacci', 'Ferdinand Hoang', 'Anh Do', 'Jason Chong', 'Anthony Brandon Wong', 'Bic Runga', 'Natasha Beaumont', 'Lisa Bailey', 'Lan Tran', 'Westley Wong', 'Andrew Tran', 'Thi Lan Nguyen', 'Thi Ngoc Nga Nguyen', 'Penny Pederson', 'Jacqueline Mikhail', 'Harli Ames', 'Anthony Phelan', 'Steve Vella', 'Rachel Aveling', 'Ian Roberts', 'Georgia Emerton', 'Alex Cook', 'Rebecca Bell', 'Samuel Patterson', 'Peter Tkacz', 'Lily Nguyen', 'John Nguyen', 'Terry Serio', 'Khiet Hoang', 'Jazz Ly', 'Sarah Woods', 'Amy Pedersen', 'Stella Ha Vi Do', 'Jon Sivewright', 'Rudi Tuisk', 'Jessamie Dunton-Rose', 'Craig Forrest', 'Igor Breakenback', 'Michael Ienna']","['Crime', 'Drama', 'Romance', 'Thriller']",['au'],"['vi', 'en']",R,,,,6.2,8049.0,08 Sep 2005 (Australia),Little Fish,Rowan Woods,Jacquelin Perske,,Kirk D'Amico,Richard Keddie,Porchlight Films,Australian Film Finance Corporation (AFFC),Nathan Larson,Alexandre de Franceschi,Danny Ruhlmann,Beth Garswood,Deborah Antoniou,Mark Barber,tt0382810,382810.0
The Long Weekend,85,"['Chris Klein', 'Brendan Fehr', 'Chandra West', 'Craig Fairbrass', 'Paul Campbell', 'Cobie Smulders', 'Andy Thompson', 'Nicole McKay', 'Alejandro Rae', 'Roger Haskett', 'Stephen Park', 'J. Douglas Stewart', 'Chelan Simmons', 'Charles Andrew Payne', 'Will Sanderson', 'Michael Daingerfield', 'Kwesi Ameyaw', 'Kristina Copeland', 'Angelika Libera', 'Evangeline Lilly', 'L. Harvey Gold', 'Mike Dopud', 'Dustin Milligan', 'Rudy Novak', 'Dylan Lamoureux', 'Cameron Waycott', 'Jett Witty', 'Dakota Morton', 'Haley Morgan', 'Jessica Olafson', 'David Lewis', 'Brad Sihvon', 'Ashley Westenberg', 'Vannessa Zwez', 'Michele Bogdanow', 'Tracy Trueman', 'Jim Smith', 'Jen Halley', 'Natalia Safran', 'Ildiko Ferenczi', 'Jennifer Walther', 'Holly Eglinton', 'Jordana Frost', 'Erica Cerra', 'Kristi Angus', 'Jacqueline Ann Steuart', 'Lesley Ewen', 'C. Ernst Harth', 'Alex Lee', 'John DeSantis', 'Stefan Arngrim', 'Gustavo Febres', 'Jerry Wasserman', 'Bobby Jo Moore', 'Deanna Smith', 'Moneca Delain', 'Catherine Devine', 'Michael Rogers', 'Vera Holman', 'Nicholas W. von Zill', 'Agnes M. Laan', 'Evelina Ortynski', 'Olivia Young', 'Laurie Mannette', 'Jaimie Tucker', 'Sisi Wang']",['Comedy'],"['ca', 'gb', 'us']",['en'],R::(certificate no. 40686),,,,5.2,7441.0,05 Aug 2005 (Spain),The Long Weekend,Pat Holden,Tad Safran,,Paul Brooks,Dan Clarke,Gold Circle Films,Brightlight Pictures,David A. Hughes,Martin Brinkler,Brian Pearson,Shirley Inget,Glenn Bottomley,Steve Boag,tt0385057,385057.0
The Wild Blue Yonder,80,"['Brad Dourif', 'Donald Williams', 'Ellen Baker', 'Franklin Chang-Diaz', 'Shannon Lucid', 'Michael McCulley', 'Roger Diehl', 'Ted Sweetser', 'Martin Lo']",['Sci-Fi'],"['de', 'fr', 'at', 'gb']",['en'],Not Rated,,,,6.2,3184.0,18 Nov 2005 (Italy),The Wild Blue Yonder,Werner Herzog,Werner Herzog,,Jill Coulon,Norm Hill,Werner Herzog Filmproduktion,West Park Pictures Produktion,Ernst Reijseger,Joe Bini,Henry Kaiser,,,,tt0443693,443693.0
Trust the Man,103,"['David Duchovny', 'Julianne Moore', 'Sascha Gillen', 'Brianna Gillen', 'Liam Broggy', 'Scott Sowers', 'Billy Crudup', 'Maggie Gyllenhaal', 'Garry Shandling', 'Sarah Knowlton', 'Brian Tarantina', 'Justin Bartha', 'David Greenspan', 'Dagmara Dominczyk', 'Caroline Schlobohm', 'Eva Mendes', 'Sterling K. Brown', 'Teresa Yenque', 'Kiran Merchant', 'Tom Riis Farrell', 'Caleb Freundlich', 'Ellen Barkin', 'Jayne Houdyshell', 'Todd M. Hofacker', 'Peter S. Bencebi', 'Kate Jennings Grant', 'Frederick B. Owens', 'Jim Gaffigan', 'James Le Gros', 'Steve Glenn', 'Glenn Fitzgerald', 'Paul Hecht', 'Steven Wargo', 'Sherry Ham-Bernard', 'Gretchen Cleevely', 'John Ellison Conlee', 'Sean Dugan', 'Hollis Granville', 'Jimmy King', 'Chris Champeau', 'Francine Beers', 'Liv Freundlich', 'Noelle Beck', 'Jacqueline Lovell', 'Chenoa Andon', 'Anya Avaeva', 'Bob Balaban', 'Cher Cosenza', 'Emrie Foster', 'Bart Freundlich', 'Claudia Lopez', 'Cristina Marie', 'Josh Ruben', 'Mario Simone', 'Jen Strickland', 'Boomer Tibbs']","['Comedy', 'Drama', 'Romance']",['us'],['en'],R,9000000.0,"$180,271, 20 Aug 2006",,5.7,8223.0,01 Sep 2006 (USA),Trust the Man,Bart Freundlich,Bart Freundlich,,Paul F. Bernard,Bart Freundlich,Sidney Kimmel Entertainment,Major Studio Partners,Clint Mansell,John Gilroy,Tim Orr,Mila Khalevich,Paul F. Bernard,Cosmas Paul Bolger Jr.,tt0427968,427968.0
The Kid & I,93,"['Tom Arnold', 'Eric Gores', 'Linda Hamilton', 'Joe Mantegna', 'Henry Winkler', 'Richard Edson', 'Shannon Elizabeth', 'Brenda Strong', 'Arielle Kebbel', 'Yvette Nicole Brown', 'Gabrielle Sanalitro', 'Laura Michel Kahwaji', ""Shaquille O'Neal"", 'Bill Goldberg', ""Pat O'Brien"", 'Alejandro Patiño', 'Felicia Lee', 'Eric Dickerson', 'Branden Morgan', 'Lisa Wilhoit', 'Melissa Price', 'Brianne Davis', 'Melissa Steach', 'Michael Gores', 'Ricky Lee Lawson', 'Mark Chadwick', 'Jamie Lee Curtis', 'Arnold Schwarzenegger', 'Penelope Spheeris', 'Pablo Eskabar', 'Rakefet Abergel', 'Brandon Cox', 'Alicia Fusting', 'Dominique Grund', 'Kim Kindrick', 'Charles Napier', 'Jennifer Webb']",['Comedy'],['us'],['en'],PG-13,5000000.0,,,5.3,1306.0,,The Kid & I,Penelope Spheeris,Tom Arnold,,Tom Arnold,Buddy Enright,The Kid & I Productions LLC,,Damon Fox,Jan Northrop,Robert Seaman,Maureen Osborne,Steve Day,,tt0416891,416891.0
L'enfant de personne,180,"['Corinne Touzet', 'Arnaud Bedouët', 'Pierre Deny', 'Béatrice Agenin', 'Daniel Martin', 'Bernadette Lafont', 'Nathalie Corré', 'Anthony Decadi', 'Baptiste Perré', 'Deborah Grall', 'Philippe Volter', 'Juliette Croizat', 'Nicolas Navazo', 'Laurie Lefret', 'Benjamin Cohen', 'Francesca Stirbu', 'Maria Filali-Sadqui', 'Sandrine Blancke', 'Bruno Esposito', 'Xavier Aubert', 'Olivier Pajot', 'Frédéric Amico', 'Louise Lemoine Torrès', 'Michel Moälic', 'Reda Samoudi', 'Jean-François Vlerick', 'Valérie Sibilia', 'Denis Sebbah', 'Coralie Seyrig', 'Laurent Claret', 'Victoire Theismann', 'Margaux Mauger', 'Catherine Hamilty', 'Franck Lemarié', 'Philippe Klébert', 'Bertrand Altmann']","['Comedy', 'Drama']","['fr', 'ch']",['fr'],,,,,5.8,16.0,20 Sep 2005 (Belgium),L'enfant de personne,Michaël Perrotta,Laurence Nerval-Kilberg,Christine Coutin,Thi Lan Nguyen,Corinne Touzet,Corilan Productions,France 2 (FR2),Alice Willis,Marie-Sophie Dubus,Jean-Pierre Aliphat,,Frantz Koenig,,tt0474646,474646.0
Return of the Living Dead: Rave to the Grave,86,"['Aimee-Lynn Chadwick', 'Cory Hardrict', 'John Keefe', 'Jenny Mollen', 'Peter Coyote', 'Claudiu Bleont', 'Sorin Cocis', 'Cain Manoli', 'George Dumitrescu', 'Maria Dinulescu', 'Catalin Paraschiv', 'Radu Romaniuc', 'Sebastian Marina', 'Violeta Aldea', 'Ricky Dandel', 'Sandu Mihai Gruia', 'Aureliu Surulescu', 'Dan Bordeianu', 'Eduard Opaski', 'Diana Vladu', 'Maria Roman', 'Vlad Coada', 'Elena Ghenoiu', 'Ionut Grama', 'Mike Measimer']","['Comedy', 'Horror', 'Sci-Fi']","['us', 'ro']",['en'],R,,,,3.3,3882.0,31 Aug 2006 (Thailand),Return of the Living Dead: Rave to the Grave,Ellory Elkayem,William Butler,Aaron Strongoni,Vladimir Dostal,Tom Fox,Aurora Entertainment,Castel Film Romania,Robert Duncan,James Coblentz,Thomas L. Callaway,Cornelia Chiu,Alexandra Burca,Prince Bagdasarian,tt0411806,411806.0
Kinetta,95,"['Evangelia Randou', 'Aris Servetalis', 'Costas Xikominos', 'Babis Galiatsatos', 'Ektoras Kaloudis', 'Vasilis Karaboulas', 'Steve Krikris', 'Tina Papanikolaou', 'Youlika Skafida']",['Drama'],['gr'],['el'],,,,,4.8,1119.0,22 Mar 2007 (Greece),Kinetta,Yorgos Lanthimos,Yorgos Kakanakis,,Athina Rachel Tsangari,,Haos Film,Modiano Inc.,,Yorgos Mavropsaridis,Thimios Bakatakis,Anna Georgiadou,Kostas Papadakis,,tt0477991,477991.0
Dirty,97,"['Frank Alvarez', 'Clifton Collins Jr.', 'Brittany Daniel', 'Keith David', ""Roberto 'Lil Rob' Flores"", 'Aimee Garcia', 'Cesar Garcia', 'Nicholas Gonzalez', 'Cuba Gooding Jr.', 'Kevin Grevioux', 'Wood Harris', 'Cole Hauser', 'Wyclef Jean', 'Pat Healy', 'Tory Kittles', 'Terry Kennedy', 'Robert LaSardo', 'Jen Martinez', 'Gates McFadden', 'Joseph McKelheer', 'Mo McRae', 'Edward Meza', 'Chris Mulkey', 'Jim Ortlieb', 'Marina Palmier', 'Nate Parker', 'Tracy Jerome Phillips', 'Dax Ramgoolam', 'Judy Reyes', 'Bret Roberts', 'Nichole Galicia', 'Tre Rogers', 'Soledad St. Hilaire', 'Lobo Sebastian', 'Telisha Shaw', 'Taboo', 'Khleo Thomas', 'Mike Trenholme', 'Peter Vasquez', 'Domingo Vela', 'Brian White', 'Marc D. Wilson', 'Carlos Ayala', 'Sarah Flannery', 'Alexis Hernandez', 'Manny Jimenez Jr.', 'Casey LaBow', 'Carlos Love', 'Christopher L. Parson', 'Tracy Phillips', 'Katie Piel']","['Crime', 'Drama', 'Thriller']",['us'],"['en', 'es']",R,3000000.0,"$41,638, 29 Jan 2006",,5.6,5058.0,2005 (Portugal),Dirty,Chris Fisher,Chris Fisher,,Barry Brooker,Brian Han,2710 Inc.,Deviant Films,Ryan Beveridge,Tom Sanders,Eliot Rockett,,David Allen Cluck,Young Lim Choi,tt0439544,439544.0
Garam Masala,146,"['Akshay Kumar', 'John Abraham', 'Paresh Rawal', 'Rimi Sen', 'Neetu Chandra', 'Nargis Bagheri', 'Daisy Bopanna', 'Rajpal Yadav', 'Asrani', 'Lakshmi Pandit', 'Neha Dhupia', 'Manoj Joshi', 'Viju Khote', 'Daisy Shah']","['Comedy', 'Romance']",['in'],['hi'],Not Rated,,,,6.7,12510.0,03 Nov 2005 (India),Garam Masala,Priyadarshan,Priyadarshan,,Ganesh Jain,Ashok Kotwani,Venus Records & Tapes,,Pritam Chakraborty,N. Gopalakrishnan,S. Tirru,,Rajesh Kumar,Paresh Acharya,tt0453671,453671.0
In the Mix,95,"['Usher Raymond', 'Chazz Palminteri', 'Emmanuelle Chriqui', 'Robert Costanzo', 'Robert Davi', 'Matt Gerald', 'Anthony Fazio', 'Geoff Stults', 'Chris Tardio', 'Kevin Hart', 'K.D. Aubert', 'Isis Faust', 'Nick Mancuso', 'Page Kennedy', 'Deezer D', 'Jennifer Echols', 'Robert Gallo', 'Dwight Hicks', 'Kellie Shanygne Williams', 'Erin Cardillo', 'Mieko Hillman', 'Kristen Renton', 'Misti Traya', 'Lana Underwood', 'John David Conti', 'Lucille M. Oliver', 'Mat Gifford', 'Dominic Paolo Testa', 'Griffin Dellaverson', ""Gary 'G. 1000' Randolph"", ""Alfred 'A.J.' Jackson"", ""Eldon 'Emaze' Baizar"", 'Labyron Walton', 'Holly Bonelli', 'Elise Cameron', ""Marc De'Antone"", 'Tamara Garfield', 'Nito Larioza', 'Jennifer Lauren', 'Marco Martinez', 'Joe Rosario']","['Comedy', 'Crime', 'Drama', 'Music', 'Romance']",['us'],['en'],PG-13,,"$4,448,491, 27 Nov 2005",,2.8,7845.0,23 Nov 2005 (USA),In the Mix,Ron Underwood,Jacqueline Zambrano,,Bill Borden,Chanel Capra,J & C Entertainment,Lions Gate Films,Aaron Zigman,Don Brochu,Clark Mathis,Ron Franco,Maximillian D. Day,Roger Mocenigo,tt0426615,426615.0
